"word_lex_0";"word_form_0";"word_gramm_0";"word_pos_0";"dist_0";"word_lex_1";"word_form_1";"word_gramm_1";"word_pos_1";"dist_1";"word_lex_2";"word_form_2";"word_gramm_2";"word_pos_2";"freq";"freq_CI_bottom";"freq_CI_upper";"ipm";"ipm_CI_bottom";"ipm_CI_upper";"hits";"hits_CI_bottom";"hits_CI_upper"
"рука";"рука";"S,f,inan,nom,sg";"S";"1";"об";"об";"PR";"PR";"1";"рука";"руку";"S,acc,f,inan,sg";"S";"0.000909";"0.0008518198996797742";"0.0009700147015604215";"2.49961256152283";"2.342375931127261";"2.667393765547028";"973.526274";"912.2871870784427";"1038.8721651653896"
"шаг";"шаг";"S,inan,m,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"шаг";"шагом";"S,inan,ins,m,sg";"S";"0.000797";"0.000743573526843208";"0.0008542619349120819";"2.191629495636629";"2.0447147724016674";"2.349091158786621";"853.575842";"796.3568372197";"914.902572623751"
"стук";"стук";"S,inan,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"дверь";"дверь";"S,acc,f,inan,sg";"S";"0.000777";"0.0007242710288183991";"0.0008335645866003006";"2.1366325195855214";"1.99163582132182";"2.2921765803153975";"832.156122";"775.684132070102";"892.7360023447096"
"горе";"горе";"S,inan,n,nom,sg";"S";"1";"от";"от";"PR";"PR";"1";"ум";"ума";"S,gen,inan,m,sg";"S";"0.000538";"0.0004944287000692985";"0.0005854087516271469";"1.4794186557747884";"1.3596041688345681";"1.609785554667343";"576.190468";"529.5262157724178";"626.9645772701515"
"ростов";"ростов";"S,inan,m,nom,sg,topon";"S";"1";"на";"на";"PR";"PR";"1";"дон";"дону";"S,inan,loc2,m,sg,topon";"S";"0.000519";"0.0004762373736548969";"0.0005656002240217878";"1.4271715285262363";"1.309580771677032";"1.5553150987513613";"555.841734";"510.04355986116343";"605.7499215241984"
"ответ";"ответы";"S,inan,m,nom,pl";"S";"1";"на";"на";"PR";"PR";"1";"вопрос";"вопросы";"S,acc,inan,m,pl";"S";"0.000451";"0.0004112602512320575";"0.0004945778689002202";"1.2401818099524713";"1.1309035093890933";"1.3600143605656565";"483.014686";"440.4539714260163";"529.6859735019711"
"звонок";"звонок";"S,inan,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"дверь";"дверь";"S,acc,f,inan,sg";"S";"0.000425";"0.000386475829020121";"0.0004673624908745892";"1.1686857410860316";"1.0627500956475733";"1.2851761858907835";"455.16904999999997";"413.9102022189433";"500.53868465181284"
"дело";"дело";"S,inan,n,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"конец";"концом";"S,inan,ins,m,sg";"S";"0.000408";"0.00037029081727802044";"0.000449547633230588";"1.1219383114425903";"1.0182437604892132";"1.2361880209307323";"436.962288";"396.57628123331796";"481.45922152309447"
"ответ";"ответ";"S,inan,m,nom,sg";"S";"1";"на";"на";"PR";"PR";"1";"вопрос";"вопрос";"S,acc,inan,m,sg";"S";"0.000404";"0.00036648503067270575";"0.0004453534505685846";"1.1109389162323688";"1.0077784227498074";"1.224654652759924";"432.678344";"392.5003370600385";"476.96731061064617"
"слово";"слово";"S,inan,n,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"слово";"слово";"S,acc,inan,n,sg";"S";"0.000402";"0.000364582497473822";"0.00044325599913380936";"1.1054392186272581";"1.002546744111035";"1.2188869784435892";"430.536372";"390.4627506394987";"474.720969488322"
"отец";"отец";"S,anim,m,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"мать";"матерью";"S,anim,f,ins,sg";"S";"0.000401";"0.00036363132168122756";"0.0004422071826095743";"1.102689369824703";"0.9999311544967496";"1.216002891580321";"429.465386";"389.4440546820912";"473.59770167429747"
"душа";"душа";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"душа";"душу";"S,acc,f,inan,sg";"S";"0.000397";"0.00035982722918533646";"0.0004380113058381473";"1.0916899746144813";"0.9894704753021136";"1.2044648648647427";"425.181442";"385.36992487628675";"469.10397639437406"
"день";"день";"S,inan,m,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"день";"днем";"S,inan,ins,m,sg";"S";"0.000395";"0.0003579255525643143";"0.00043591299782551053";"1.0861902770093705";"0.9842411521229482";"1.198694835088801";"423.03947";"383.3332558386447";"466.8567178891522"
"слово";"слово";"S,inan,n,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"слово";"слово";"S,acc,inan,n,sg";"S";"0.000364";"0.00032848261947788485";"0.0004033561690902249";"1.0009449641301542";"0.9032775378315124";"1.1091684785760756";"389.838904";"351.80028670414197";"431.9888101092636"
"снег";"снег";"S,inan,m,nom,sg";"S";"1";"на";"на";"PR";"PR";"1";"голова";"голову";"S,acc,f,inan,sg";"S";"0.000323";"0.0002896475242949607";"0.00036019157928313887";"0.888201163225384";"0.7964868978456247";"0.9904723829822665";"345.928478";"310.20844345456277";"385.76013873013176"
"рыба";"рыба";"S,anim,f,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"вода";"воде";"S,f,inan,loc,sg";"S";"0.000293";"0.00026131996761481676";"0.0003285193664583974";"0.805705699148723";"0.7185904000294115";"0.9033785864718725";"313.798898";"279.8700268359221";"351.8396422058132"
"борьба";"борьба";"S,f,inan,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"существование";"существование";"S,acc,inan,n,sg";"S";"0.000292";"0.0002603771534105215";"0.00032746218834586315";"0.8029558503461676";"0.715997803518698";"0.9004715065050322";"312.727912";"278.86028602252077";"350.7074192477826"
"знак";"знаки";"S,inan,m,nom,pl";"S";"1";"на";"на";"PR";"PR";"1";"шапка";"шапки";"S,acc,f,inan,pl";"S";"0.000286";"0.0002547223389467854";"0.0003211170489086222";"0.7864567575308354";"0.7004479187369205";"0.8830233324214884";"306.301996";"272.8040588992619";"343.91186374244967"
"нос";"нос";"S,inan,m,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"нос";"носу";"S,dat,inan,m,sg";"S";"0.000284";"0.0002528382020053442";"0.0003190012012164043";"0.7809570599257246";"0.695266827024648";"0.8772050711786537";"304.160024";"270.7861746128956";"341.64582048595196"
"цена";"цены";"S,f,inan,nom,pl";"S";"1";"на";"на";"PR";"PR";"1";"нефть";"нефть";"S,acc,f,inan,sg";"S";"0.00027";"0.00023966090506343077";"0.0003041786057227046";"0.7424591766899495";"0.6590312528080109";"0.8364451747095407";"289.16622";"256.67347407026347";"325.77102822853647"
"волос";"волосы";"S,inan,m,nom,pl";"S";"1";"на";"на";"PR";"PR";"1";"голова";"голове";"S,f,inan,loc,sg";"S";"0.000266";"0.00023589984916394752";"0.00029993969235486977";"0.731459781479728";"0.6486889177464731";"0.8247888038608641";"284.882276";"252.6454358566995";"321.2312113563725"
"плоть";"плоть";"S,f,inan,nom,sg";"S";"1";"от";"от";"PR";"PR";"1";"плоть";"плоти";"S,f,gen,inan,sg";"S";"0.000265";"0.0002349598645828318";"0.0002988796846191559";"0.7287099326771727";"0.6461041022716716";"0.821873942858112";"283.81129";"251.6387255301087";"320.0959579115313"
"любовь";"любовь";"S,f,inan,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"родина";"родине";"S,dat,f,inan,sg";"S";"0.000236";"0.00020775225238251163";"0.00026808751963142016";"0.6489643174030669";"0.5712872824422304";"0.7372001448384995";"252.752696";"222.4997537701366";"287.1179802999761"
"петербург";"петербург";"S,inan,m,nom,sg,topon";"S";"1";"по";"по";"PR";"PR";"1";"телефон";"телефону";"S,dat,inan,m,sg";"S";"0.000234";"0.00020587981065751509";"0.00026595997672275765";"0.6434646197979562";"0.5661383508068939";"0.7313497235187287";"250.610724";"220.49439489684946";"284.8394116303993"
"мама";"мама";"S,anim,f,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"папа";"папой";"S,anim,ins,m,sg";"S";"0.000226";"0.00019839555886297855";"0.00025744428998265807";"0.6214658293775133";"0.5455577899716646";"0.7079328725335292";"242.042836";"212.47886600442592";"275.719230351367"
"жизнь";"жизнь";"S,f,inan,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"царь";"царя";"S,acc,anim,m,sg";"S";"0.000225";"0.00019746066276482007";"0.00025637919376398705";"0.6187159805749579";"0.54298696705563";"0.7050040189720106";"240.97185";"211.4776053718436";"274.5785272125175"
"вера";"вера";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"бог";"бога";"S,acc,anim,m,sg";"S";"0.000221";"0.00019372253115636353";"0.00025211735610512553";"0.6077165853647365";"0.5327076703283213";"0.6932846097891049";"236.687906";"207.47411875302916";"270.014158745604"
"муж";"муж";"S,anim,m,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"жена";"женой";"S,anim,f,ins,sg";"S";"0.000215";"0.0001881198013709875";"0.0002457201319895245";"0.5912174925494043";"0.5173010105369636";"0.6756932107151411";"230.26199";"201.4736735911084";"263.1628212789329"
"борьба";"борьба";"S,f,inan,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"власть";"власть";"S,acc,f,inan,sg";"S";"0.000214";"0.00018718654748540954";"0.0002446533935582729";"0.5884676437468489";"0.514734703457227";"0.672759841317324";"229.191004";"200.47417174520882";"262.02035935340047"
"кровь";"кровь";"S,f,inan,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"молоко";"молоком";"S,inan,ins,n,sg";"S";"0.000211";"0.0001843877233568307";"0.0002414522407363632";"0.5802180973391827";"0.5070383602786914";"0.663957155063199";"225.978046";"197.47667028703867";"258.5919694972747"
"главное";"главное";"S,inan,n,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"жизнь";"жизни";"S,f,inan,loc,sg";"S";"0.00021";"0.00018345509817091677";"0.0002403848736054476";"0.5774682485366274";"0.5044737820279731";"0.6610220568363636";"224.90706";"196.47784176967747";"257.44883424320386"
"капля";"капля";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"море";"море";"S,inan,loc,n,sg";"S";"0.000208";"0.00018159032884794527";"0.00023824965829476007";"0.5719685509315167";"0.49934594833815793";"0.6551505375710717";"222.765088";"194.4806999315455";"255.1620485384719"
"отношение";"отношение";"S,inan,n,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"жизнь";"жизни";"S,dat,f,inan,sg";"S";"0.000208";"0.00018159032884794527";"0.00023824965829476007";"0.5719685509315167";"0.49934594833815793";"0.6551505375710717";"222.765088";"194.4806999315455";"255.1620485384719"
"комитет";"комитет";"S,inan,m,nom,sg";"S";"1";"по";"по";"PR";"PR";"1";"дело";"делам";"S,dat,inan,n,pl";"S";"0.000205";"0.0001787943948521806";"0.00023504561534003622";"0.5637190045238506";"0.4916575525878806";"0.6463399038886883";"219.55213";"191.48629376515748";"251.73056339056404"
"письмо";"письмо";"S,inan,n,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"редакция";"редакцию";"S,acc,f,inan,sg";"S";"0.000195";"0.00016948558319229378";"0.00022435450383162788";"0.5362205164982968";"0.4660597279917273";"0.6169409637093057";"208.84226999999998";"181.51668680078194";"240.2805326406198"
"любовь";"любовь";"S,f,inan,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"отечество";"отечеству";"S,dat,inan,n,sg";"S";"0.000195";"0.00016948558319229378";"0.00022435450383162788";"0.5362205164982968";"0.4660597279917273";"0.6169409637093057";"208.84226999999998";"181.51668680078194";"240.2805326406198"
"разница";"разница";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"возраст";"возрасте";"S,inan,loc,m,sg";"S";"0.000193";"0.00016762592264847677";"0.00022221417974178586";"0.5307208188931861";"0.46094594267215266";"0.6110553960737733";"206.700298";"179.52501639360153";"237.98827550493627"
"запись";"запись";"S,f,inan,nom,sg";"S";"1";"на";"на";"PR";"PR";"1";"поле";"полях";"S,inan,loc,n,pl";"S";"0.00019";"0.00016483779627793975";"0.0002190023291618343";"0.52247127248552";"0.45327901671075843";"0.6022232926025067";"203.48734";"176.5389720845256";"234.54842849971627"
"дело";"дело";"S,inan,n,nom,sg";"S";"1";"по";"по";"PR";"PR";"1";"обвинение";"обвинению";"S,dat,inan,n,sg";"S";"0.000187";"0.00016205134169180964";"0.0002157888067974759";"0.5142217260778539";"0.4456166879037136";"0.5933865919768908";"200.274382";"173.55471823314443";"231.10679103680152"
"специалист";"специалист";"S,anim,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"область";"области";"S,f,inan,loc,sg";"S";"0.000187";"0.00016205134169180964";"0.0002157888067974759";"0.5142217260778539";"0.4456166879037136";"0.5933865919768908";"200.274382";"173.55471823314443";"231.10679103680152"
"человек";"человек";"S,anim,m,nom,sg";"S";"1";"по";"по";"PR";"PR";"1";"имя";"имени";"S,dat,inan,n,sg";"S";"0.000187";"0.00016205134169180964";"0.0002157888067974759";"0.5142217260778539";"0.4456166879037136";"0.5933865919768908";"200.274382";"173.55471823314443";"231.10679103680152"
"папа";"папа";"S,anim,m,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"мама";"мамой";"S,anim,f,ins,sg";"S";"0.000187";"0.00016205134169180964";"0.0002157888067974759";"0.5142217260778539";"0.4456166879037136";"0.5933865919768908";"200.274382";"173.55471823314443";"231.10679103680152"
"известие";"известие";"S,inan,n,nom,sg";"S";"1";"о";"о";"PR";"PR";"1";"смерть";"смерти";"S,f,inan,loc,sg";"S";"0.000183";"0.00015833873914524488";"0.0002115014400767226";"0.5032223308676325";"0.4354075922366785";"0.5815969817337117";"195.990438";"169.57857288220924";"226.5150813020088"
"око";"око";"S,inan,n,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"око";"око";"S,acc,inan,n,sg";"S";"0.000183";"0.00015833873914524488";"0.0002115014400767226";"0.5032223308676325";"0.4354075922366785";"0.5815969817337117";"195.990438";"169.57857288220924";"226.5150813020088"
"слово";"слово";"S,inan,n,nom,sg";"S";"1";"о";"о";"PR";"PR";"1";"полк";"полку";"S,inan,loc,m,sg";"S";"0.000182";"0.00015741107566104616";"0.00021042911124409178";"0.5004724820650771";"0.43285665791548034";"0.5786482395773562";"194.919452";"168.58505827792118";"225.3666321348649"
"генерал";"генерал";"S,anim,m,nom,sg";"S";"1";"от";"от";"PR";"PR";"1";"инфантерия";"инфантерии";"S,f,gen,inan,sg";"S";"0.000181";"0.00015648361023030684";"0.0002093565843580016";"0.4977226332625217";"0.4303062682113503";"0.5756989528039328";"193.848466";"167.59175578611539";"224.21797085523872"
"мысль";"мысль";"S,f,inan,nom,sg";"S";"1";"о";"о";"PR";"PR";"1";"смерть";"смерти";"S,f,inan,loc,sg";"S";"0.000178";"0.00015370241871861287";"0.000206137798919207";"0.4894730868548556";"0.4226584120632415";"0.5668477795193807";"190.635508";"164.61313861377232";"220.77069671328582"
"мысль";"мысль";"S,f,inan,nom,sg";"S";"1";"о";"о";"PR";"PR";"1";"возможность";"возможности";"S,f,inan,loc,sg";"S";"0.000175";"0.00015092306991548843";"0.00020291717077184292";"0.4812235404471895";"0.4150156230850861";"0.5579915390648754";"187.42255";"161.6364949565093";"217.321449056253"
"слеза";"слезы";"S,f,inan,nom,pl";"S";"1";"на";"на";"PR";"PR";"1";"глаз";"глазах";"S,inan,loc,m,pl";"S";"0.000175";"0.00015092306991548843";"0.00020291717077184292";"0.4812235404471895";"0.4150156230850861";"0.5579915390648754";"187.42255";"161.6364949565093";"217.321449056253"
"вода";"вода";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"река";"реке";"S,f,inan,loc,sg";"S";"0.000174";"0.0001499970379263021";"0.00020184321044419972";"0.4784736916446341";"0.41246917512849396";"0.5550383105439138";"186.351564";"160.64472766053856";"216.17125258079167"
"любовь";"любовь";"S,f,inan,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"бог";"богу";"S,anim,dat,m,sg";"S";"0.000174";"0.0001499970379263021";"0.00020184321044419972";"0.4784736916446341";"0.41246917512849396";"0.5550383105439138";"186.351564";"160.64472766053856";"216.17125258079167"
"день";"дни";"S,inan,m,nom,pl";"S";"1";"за";"за";"PR";"PR";"1";"день";"днями";"S,inan,ins,m,pl";"S";"0.000172";"0.00014814561114374257";"0.0001996946525931002";"0.4729739940395234";"0.40737803140745377";"0.549130101309847";"184.209592";"158.66187549639227";"213.87017720207402"
"человек";"человек";"S,anim,m,nom,sg";"S";"1";"на";"на";"PR";"PR";"1";"свет";"свете";"S,inan,loc,m,sg";"S";"0.000167";"0.0001435208483767276";"0.00019431945377596763";"0.45922475002674656";"0.394660633050475";"0.5343491172790579";"178.854662";"153.70881931959798";"208.11341452170845"
"работа";"работы";"S,f,inan,nom,pl";"S";"1";"по";"по";"PR";"PR";"1";"создание";"созданию";"S,dat,inan,n,sg";"S";"0.000165";"0.000141672505651537";"0.0001921678118674992";"0.4537250524216358";"0.3895779700208977";"0.528432427353528";"176.71269";"151.729270137717";"205.8090361607255"
"минута";"минута";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"минута";"минуту";"S,acc,f,inan,sg";"S";"0.000161";"0.00013797858807101276";"0.00018786176018070538";"0.4427256572114143";"0.3794202551853549";"0.5165914362788564";"172.428746";"147.77313612382167";"201.19731508889294"
"тоска";"тоска";"S,f,inan,nom,sg";"S";"1";"по";"по";"PR";"PR";"1";"родина";"родине";"S,dat,f,inan,sg";"S";"0.000161";"0.00013797858807101276";"0.00018786176018070538";"0.4427256572114143";"0.3794202551853549";"0.5165914362788564";"172.428746";"147.77313612382167";"201.19731508889294"
"выход";"выход";"S,inan,m,nom,sg";"S";"1";"из";"из";"PR";"PR";"1";"положение";"положения";"S,gen,inan,n,sg";"S";"0.000157";"0.00013428847579884521";"0.00018355190318555486";"0.43172626200119285";"0.3692730043724401";"0.5047399811815569";"168.144802";"143.82107754190204";"196.58151858508467"
"отец";"отец";"S,anim,m,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"сын";"сыном";"S,anim,ins,m,sg";"S";"0.000152";"0.0001296814091779581";"0.00017815900822229437";"0.417977017988416";"0.35660426774170084";"0.48991033542452816";"162.789872";"138.88697368986465";"190.80580357996217"
"человек";"человек";"S,anim,m,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"ружье";"ружьем";"S,inan,ins,n,sg";"S";"0.000152";"0.0001296814091779581";"0.00017815900822229437";"0.417977017988416";"0.35660426774170084";"0.48991033542452816";"162.789872";"138.88697368986465";"190.80580357996217"
"конец";"концы";"S,inan,m,nom,pl";"S";"1";"в";"в";"PR";"PR";"1";"вода";"воду";"S,acc,f,inan,sg";"S";"0.00015";"0.00012784037872571165";"0.0001760000540408818";"0.41247732038330526";"0.35154171235712295";"0.4839735378539989";"160.6479";"136.91525584993502";"188.49359387702782"
"дверь";"дверь";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"комната";"комнату";"S,acc,f,inan,sg";"S";"0.000148";"0.00012600040529159176";"0.00017384004284134265";"0.40697762277819455";"0.3464820636125747";"0.47803383364344004";"158.505928";"134.94467006162068";"186.18025212247818"
"библиотека";"библиотека";"S,f,inan,nom,sg";"S";"1";"для";"для";"PR";"PR";"1";"чтение";"чтения";"S,gen,inan,n,sg";"S";"0.000147";"0.000125080821602488";"0.00017275963421361693";"0.4042277739756392";"0.3439533475062433";"0.4750628732722179";"157.434942";"133.9598088047622";"185.02314960790474"
"взгляд";"взгляд";"S,inan,m,nom,sg";"S";"1";"на";"на";"PR";"PR";"1";"вещь";"вещи";"S,acc,f,inan,pl";"S";"0.000146";"0.00012416151023315978";"0.0001716789532661156";"0.4014779251730838";"0.3414253802381206";"0.47209116406278706";"156.363956";"132.97523919857085";"183.86575544266407"
"рука";"руки";"S,f,inan,nom,pl";"S";"1";"по";"по";"PR";"PR";"1";"шов";"швам";"S,dat,inan,m,pl";"S";"0.000146";"0.00012416151023315978";"0.0001716789532661156";"0.4014779251730838";"0.3414253802381206";"0.47209116406278706";"156.363956";"132.97523919857085";"183.86575544266407"
"человек";"человек";"S,anim,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"мир";"мире";"S,inan,loc,m,sg";"S";"0.000144";"0.0001223237156371375";"0.00016951676322847885";"0.3959782275679731";"0.33637172296890594";"0.46614546837689447";"154.221984";"131.00698691535533";"181.55008018301564"
"вопрос";"вопрос";"S,inan,m,nom,sg";"S";"1";"об";"об";"PR";"PR";"1";"отношение";"отношении";"S,inan,loc,n,sg";"S";"0.000143";"0.0001214052381226612";"0.00016843524842612565";"0.3932283787654177";"0.3338460486755493";"0.46317146619269767";"153.150998";"130.02331035603643";"180.39179297090263"
"человек";"человек";"S,anim,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"очки";"очках";"S,inan,loc,m,pl";"S";"0.000143";"0.0001214052381226612";"0.00016843524842612565";"0.3932283787654177";"0.3338460486755493";"0.46317146619269767";"153.150998";"130.02331035603643";"180.39179297090263"
"страна";"страна";"S,f,inan,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"мир";"мире";"S,inan,loc,m,sg";"S";"0.000142";"0.00012048704435474279";"0.00016735344987721452";"0.3904785299628623";"0.33132115464232503";"0.4601966837483682";"152.080012";"129.03993768530856";"179.23320187019849"
"поверенный";"поверенный";"S,anim,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"дело";"делах";"S,inan,loc,n,pl";"S";"0.000142";"0.00012048704435474279";"0.00016735344987721452";"0.3904785299628623";"0.33132115464232503";"0.4601966837483682";"152.080012";"129.03993768530856";"179.23320187019849"
"цена";"цены";"S,f,inan,nom,pl";"S";"1";"на";"на";"PR";"PR";"1";"хлеб";"хлеб";"S,acc,inan,m,sg";"S";"0.000142";"0.00012048704435474279";"0.00016735344987721452";"0.3904785299628623";"0.33132115464232503";"0.4601966837483682";"152.080012";"129.03993768530856";"179.23320187019849"
"час";"час";"S,inan,m,nom,sg";"S";"1";"от";"от";"PR";"PR";"1";"час";"часу";"S,gen2,inan,m,sg";"S";"0.000141";"0.00011956913731540006";"0.00016627136459972775";"0.38772868116030695";"0.32879704906933127";"0.45722111284380845";"151.009026";"128.05687209687105";"178.074303687204"
"мысль";"мысль";"S,f,inan,nom,sg";"S";"1";"о";"о";"PR";"PR";"1";"необходимость";"необходимости";"S,f,inan,loc,sg";"S";"0.000138";"0.00011681716718600535";"0.0001630233577786339";"0.37947913475264083";"0.3212295473043471";"0.44828958517613193";"147.796068";"125.10955061587113";"174.595733853908"
"исследование";"исследования";"S,inan,n,nom,pl";"S";"1";"в";"в";"PR";"PR";"1";"область";"области";"S,f,inan,loc,sg";"S";"0.000136";"0.00011498401117492178";"0.00016085652915605845";"0.3739794371475301";"0.31618864544237174";"0.44233113408300007";"145.654096";"123.14626619218477";"172.2750907347304"
"женщина";"женщина";"S,anim,f,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"ребенок";"ребенком";"S,anim,ins,m,sg";"S";"0.000135";"0.00011406789016941767";"0.00015977265784473306";"0.37122958834497477";"0.3136694511923905";"0.4393506518554278";"144.58311";"122.16511342098396";"171.1142797344993"
"мать";"мать";"S,anim,f,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"отец";"отцом";"S,anim,ins,m,sg";"S";"0.000135";"0.00011406789016941767";"0.00015977265784473306";"0.37122958834497477";"0.3136694511923905";"0.4393506518554278";"144.58311";"122.16511342098396";"171.1142797344993"
"церковь";"церковь";"S,f,inan,nom,sg";"S";"1";"во";"во";"PR";"PR";"1";"имя";"имя";"S,acc,inan,n,sg";"S";"0.000135";"0.00011406789016941767";"0.00015977265784473306";"0.37122958834497477";"0.3136694511923905";"0.4393506518554278";"144.58311";"122.16511342098396";"171.1142797344993"
"шутка";"шутки";"S,f,inan,nom,pl";"S";"1";"в";"в";"PR";"PR";"1";"сторона";"сторону";"S,acc,f,inan,sg";"S";"0.000134";"0.0001131520783159415";"0.0001586884773813797";"0.36847973954241936";"0.31115110706374305";"0.4363693195065216";"143.512124";"121.18429174727693";"169.95313763677433"
"отношение";"отношение";"S,inan,n,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"человек";"людям";"S,anim,dat,m,pl";"S";"0.000133";"0.00011223657905649045";"0.0001576039843240012";"0.365729890739864";"0.3086336225214012";"0.43338712757130965";"142.441138";"120.20380485739447";"168.7916607552247"
"рыба";"рыба";"S,anim,f,nom,sg";"S";"1";"об";"об";"PR";"PR";"1";"лед";"лед";"S,acc,inan,m,sg";"S";"0.000133";"0.00011223657905649045";"0.0001576039843240012";"0.365729890739864";"0.3086336225214012";"0.43338712757130965";"142.441138";"120.20380485739447";"168.7916607552247"
"война";"война";"S,f,inan,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"турция";"турцией";"S,f,inan,ins,sg,topon";"S";"0.000133";"0.00011223657905649045";"0.0001576039843240012";"0.365729890739864";"0.3086336225214012";"0.43338712757130965";"142.441138";"120.20380485739447";"168.7916607552247"
"сыр";"сыр";"S,inan,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"масло";"масле";"S,inan,loc,n,sg";"S";"0.000132";"0.00011132139589741695";"0.0001565191751662452";"0.36298004193730865";"0.3061170072073041";"0.4304040664078534";"141.370152";"119.22365650659098";"167.6298453345963"
"след";"след";"S,inan,m,nom,sg";"S";"1";"в";"в";"PR";"PR";"1";"след";"след";"S,acc,inan,m,sg";"S";"0.000132";"0.00011132139589741695";"0.0001565191751662452";"0.36298004193730865";"0.3061170072073041";"0.4304040664078534";"141.370152";"119.22365650659098";"167.6298453345963"
"брат";"брат";"S,anim,m,nom,sg";"S";"1";"с";"с";"PR";"PR";"1";"сестра";"сестрой";"S,anim,f,ins,sg";"S";"0.000132";"0.00011132139589741695";"0.0001565191751662452";"0.36298004193730865";"0.3061170072073041";"0.4304040664078534";"141.370152";"119.22365650659098";"167.6298453345963"
"доклад";"доклад";"S,inan,m,nom,sg";"S";"1";"у";"у";"PR";"PR";"1";"министр";"министра";"S,anim,gen,m,sg";"S";"0.00013";"0.0001094919922378302";"0.00015434859419217293";"0.3574803443321979";"0.3010864237445991";"0.4244352969154512";"139.22818";"117.26439079882482";"165.3051834994985"
"вид";"вид";"S,inan,m,nom,sg";"S";"1";"из";"из";"PR";"PR";"1";"окно";"окна";"S,gen,inan,n,sg";"S";"0.000127";"0.0001067503490537334";"0.00015109026042578116";"0.3492307979245318";"0.29354731951777646";"0.4154753717096131";"136.015222";"114.32812933166171";"161.81555365236568"
"работа";"работа";"S,f,inan,nom,sg";"S";"1";"по";"по";"PR";"PR";"1";"создание";"созданию";"S,dat,inan,n,sg";"S";"0.000126";"0.0001058371399555949";"0.00015000347720709023";"0.3464809491219764";"0.2910361325727776";"0.4124868821770586";"134.944236";"113.35009517248275";"160.65162404011275"
"год";"год";"S,inan,m,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"год";"годом";"S,inan,ins,m,sg";"S";"0.000125";"0.00010492427345444511";"0.00014891635139141046";"0.34373110031942106";"0.28852588771769794";"0.4094974505545845";"133.87325";"112.37242792988235";"159.4873275112811"
"плечо";"плечо";"S,inan,n,nom,sg";"S";"1";"к";"к";"PR";"PR";"1";"плечо";"плечу";"S,dat,inan,n,sg";"S";"0.000125";"0.00010492427345444511";"0.00014891635139141046";"0.34373110031942106";"0.28852588771769794";"0.4094974505545845";"133.87325";"112.37242792988235";"159.4873275112811"
"зуб";"зуб";"S,inan,m,nom,sg";"S";"1";"за";"за";"PR";"PR";"1";"зуб";"зуб";"S,acc,inan,m,sg";"S";"0.000125";"0.00010492427345444511";"0.00014891635139141046";"0.34373110031942106";"0.28852588771769794";"0.4094974505545845";"133.87325";"112.37242792988235";"159.4873275112811"
