"word_lex_0";"word_form_0";"word_gramm_0";"word_pos_0";"dist_0";"word_lex_1";"word_form_1";"word_gramm_1";"word_pos_1";"freq";"freq_CI_bottom";"freq_CI_upper";"ipm";"ipm_CI_bottom";"ipm_CI_upper";"hits";"hits_CI_bottom";"hits_CI_upper"
"ощущение";"ощущение";"S,inan,n,nom,sg";"S";"1";"близость";"близости";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"ощущение";"ощущение";"S,inan,n,nom,sg";"S";"1";"покой";"покоя";"S,gen,inan,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"пара";"пара";"S,f,inan,nom,sg";"S";"1";"глаз";"глаз";"S,gen,inan,m,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"первенство";"первенство";"S,inan,n,nom,sg";"S";"1";"россия";"россии";"S,f,gen,inan,sg,topon";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"передача";"передача";"S,f,inan,nom,sg";"S";"1";"власть";"власти";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"перезвон";"перезвон";"S,inan,m,nom,sg";"S";"1";"колокол";"колоколов";"S,gen,inan,m,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"план";"план";"S,inan,m,nom,sg";"S";"1";"строительство";"строительства";"S,gen,inan,n,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"поджигатель";"поджигатели";"S,anim,m,nom,pl";"S";"1";"война";"войны";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"подписание";"подписание";"S,inan,n,nom,sg";"S";"1";"договор";"договора";"S,gen,inan,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"подросток";"подросток";"S,anim,m,nom,sg";"S";"1";"год";"лет";"S,gen,inan,m,pl";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"поле";"поле";"S,inan,n,nom,sg";"S";"1";"поле";"поле";"S,inan,n,nom,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"половина";"половина";"S,f,inan,nom,sg";"S";"1";"лето";"лета";"S,gen,inan,n,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"попытка";"попытка";"S,f,inan,nom,sg";"S";"1";"противник";"противника";"S,anim,gen,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"портрет";"портрет";"S,inan,m,nom,sg";"S";"1";"император";"императора";"S,anim,gen,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"посетитель";"посетители";"S,anim,m,nom,pl";"S";"1";"выставка";"выставки";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"послание";"послание";"S,inan,n,nom,sg";"S";"1";"президент";"президента";"S,anim,gen,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"поток";"поток";"S,inan,m,nom,sg";"S";"1";"энергия";"энергии";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"потребление";"потребление";"S,inan,n,nom,sg";"S";"1";"энергия";"энергии";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"правительство";"правительство";"S,inan,n,nom,sg";"S";"1";"страна";"страны";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"праздник";"праздник";"S,inan,m,nom,sg";"S";"1";"введение";"введения";"S,gen,inan,n,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"представитель";"представители";"S,anim,m,nom,pl";"S";"1";"партия";"партии";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"представитель";"представители";"S,anim,m,nom,pl";"S";"1";"печать";"печати";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"представитель";"представители";"S,anim,m,nom,pl";"S";"1";"союз";"союза";"S,gen,inan,m,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"представитель";"представитель";"S,anim,m,nom,sg";"S";"1";"управление";"управления";"S,gen,inan,n,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
"презентация";"презентация";"S,f,inan,nom,sg";"S";"1";"книга";"книги";"S,f,gen,inan,sg";"S";"1.3e-05";"7.597545880930899e-06";"2.2243939480018937e-05";"0.10865101212139953";"0.06349854227707015";"0.1859097336977858";"42.316404";"24.730832377385212";"72.40642535292548"
